dataset_key,dataset_name,fold,case_id,fold_role,label_source,paired_reference
D119,Dataset119_VerSe19,1,sub-verse091,train,ground_truth,
D119,Dataset119_VerSe19,1,sub-verse096,validation,ground_truth,
D119,Dataset119_VerSe19,1,sub-verse097,train,ground_truth,
D119,Dataset119_VerSe19,1,sub-verse100,train,ground_truth,
D119,Dataset119_VerSe19,1,sub-verse102,train,ground_truth,
D119,Dataset119_VerSe19,1,sub-verse104,train,ground_truth,
D119,Dataset119_VerSe19,1,sub-verse105,validation,ground_truth,
D119,Dataset119_VerSe19,1,sub-verse107,train,ground_truth,
D119,Dataset119_VerSe19,1,sub-verse111,validation,ground_truth,
D119,Dataset119_VerSe19,1,sub-verse112,train,ground_truth,
D119,Dataset119_VerSe19,1,sub-verse113,validation,ground_truth,
D119,Dataset119_VerSe19,1,sub-verse122,train,ground_truth,
D119,Dataset119_VerSe19,1,sub-verse127,train,ground_truth,
D119,Dataset119_VerSe19,1,sub-verse133,train,ground_truth,
D119,Dataset119_VerSe19,1,sub-verse134,train,ground_truth,
D119,Dataset119_VerSe19,1,sub-verse135,train,ground_truth,
D119,Dataset119_VerSe19,1,sub-verse137,train,ground_truth,
D119,Dataset119_VerSe19,1,sub-verse139,train,ground_truth,
D119,Dataset119_VerSe19,1,sub-verse141,train,ground_truth,
D119,Dataset119_VerSe19,1,sub-verse145,train,ground_truth,
D119,Dataset119_VerSe19,1,sub-verse146,validation,ground_truth,
D119,Dataset119_VerSe19,1,sub-verse151,train,ground_truth,
D119,Dataset119_VerSe19,1,sub-verse152,validation,ground_truth,
D119,Dataset119_VerSe19,1,sub-verse207,train,ground_truth,
D119,Dataset119_VerSe19,1,sub-verse254,train,ground_truth,
D119,Dataset119_VerSe19,1,sub-verse257,train,ground_truth,
D119,Dataset119_VerSe19,1,sub-verse401_split-verse201,train,ground_truth,
D119,Dataset119_VerSe19,1,sub-verse401_split-verse253,train,ground_truth,
D119,Dataset119_VerSe19,1,sub-verse402_split-verse202,validation,ground_truth,
D119,Dataset119_VerSe19,1,sub-verse402_split-verse251,validation,ground_truth,
D119,Dataset119_VerSe19,1,sub-verse403_split-verse208,train,ground_truth,
D119,Dataset119_VerSe19,1,sub-verse403_split-verse255,train,ground_truth,
D119,Dataset119_VerSe19,1,sub-verse405_split-verse212,train,ground_truth,
D119,Dataset119_VerSe19,1,sub-verse405_split-verse258,train,ground_truth,
D119,Dataset119_VerSe19,1,sub-verse405_split-verse259,validation,ground_truth,
D119,Dataset119_VerSe19,1,sub-verse406_split-verse214,validation,ground_truth,
D119,Dataset119_VerSe19,1,sub-verse406_split-verse261,train,ground_truth,
D119,Dataset119_VerSe19,1,sub-verse407_split-verse215,train,ground_truth,
D119,Dataset119_VerSe19,1,sub-verse407_split-verse262,validation,ground_truth,
D119,Dataset119_VerSe19,1,sub-verse408_split-verse223,train,ground_truth,
D119,Dataset119_VerSe19,1,sub-verse408_split-verse265,train,ground_truth,
D119,Dataset119_VerSe19,1,sub-verse409_split-verse226,train,ground_truth,
D119,Dataset119_VerSe19,1,sub-verse409_split-verse266,train,ground_truth,
D119,Dataset119_VerSe19,1,sub-verse410_split-verse227,train,ground_truth,
D119,Dataset119_VerSe19,1,sub-verse410_split-verse267,train,ground_truth,
D119,Dataset119_VerSe19,1,sub-verse411_split-verse232,train,ground_truth,
D119,Dataset119_VerSe19,1,sub-verse411_split-verse270,train,ground_truth,
D119,Dataset119_VerSe19,1,sub-verse413_split-verse239,train,ground_truth,
D119,Dataset119_VerSe19,1,sub-verse413_split-verse272,train,ground_truth,
D119,Dataset119_VerSe19,1,sub-verse415_split-verse243,train,ground_truth,
D119,Dataset119_VerSe19,1,sub-verse415_split-verse275,train,ground_truth,
D119,Dataset119_VerSe19,2,sub-verse004,train,ground_truth,
D119,Dataset119_VerSe19,2,sub-verse005,train,ground_truth,
D119,Dataset119_VerSe19,2,sub-verse006,train,ground_truth,
D119,Dataset119_VerSe19,2,sub-verse007,train,ground_truth,
D119,Dataset119_VerSe19,2,sub-verse008,train,ground_truth,
D119,Dataset119_VerSe19,2,sub-verse009,train,ground_truth,
D119,Dataset119_VerSe19,2,sub-verse014,train,ground_truth,
D119,Dataset119_VerSe19,2,sub-verse015,train,ground_truth,
D119,Dataset119_VerSe19,2,sub-verse031,validation,ground_truth,
D119,Dataset119_VerSe19,2,sub-verse033,train,ground_truth,
D119,Dataset119_VerSe19,2,sub-verse034,train,ground_truth,
D119,Dataset119_VerSe19,2,sub-verse036,train,ground_truth,
D119,Dataset119_VerSe19,2,sub-verse043,validation,ground_truth,
D119,Dataset119_VerSe19,2,sub-verse046,train,ground_truth,
D119,Dataset119_VerSe19,2,sub-verse048,train,ground_truth,
D119,Dataset119_VerSe19,2,sub-verse051,train,ground_truth,
D119,Dataset119_VerSe19,2,sub-verse056,validation,ground_truth,
D119,Dataset119_VerSe19,2,sub-verse060,train,ground_truth,
D119,Dataset119_VerSe19,2,sub-verse061,train,ground_truth,
D119,Dataset119_VerSe19,2,sub-verse063,validation,ground_truth,
D119,Dataset119_VerSe19,2,sub-verse064,train,ground_truth,
D119,Dataset119_VerSe19,2,sub-verse065,train,ground_truth,
D119,Dataset119_VerSe19,2,sub-verse068,train,ground_truth,
D119,Dataset119_VerSe19,2,sub-verse072,train,ground_truth,
D119,Dataset119_VerSe19,2,sub-verse074,validation,ground_truth,
D119,Dataset119_VerSe19,2,sub-verse075,train,ground_truth,
D119,Dataset119_VerSe19,2,sub-verse076,train,ground_truth,
D119,Dataset119_VerSe19,2,sub-verse082,train,ground_truth,
D119,Dataset119_VerSe19,2,sub-verse088,train,ground_truth,
D119,Dataset119_VerSe19,2,sub-verse091,train,ground_truth,
D119,Dataset119_VerSe19,2,sub-verse096,train,ground_truth,
D119,Dataset119_VerSe19,2,sub-verse097,train,ground_truth,
D119,Dataset119_VerSe19,2,sub-verse100,validation,ground_truth,
D119,Dataset119_VerSe19,2,sub-verse102,train,ground_truth,
D119,Dataset119_VerSe19,2,sub-verse104,train,ground_truth,
D119,Dataset119_VerSe19,2,sub-verse105,train,ground_truth,
D119,Dataset119_VerSe19,2,sub-verse107,train,ground_truth,
D119,Dataset119_VerSe19,2,sub-verse111,train,ground_truth,
D119,Dataset119_VerSe19,2,sub-verse112,train,ground_truth,
D119,Dataset119_VerSe19,2,sub-verse113,train,ground_truth,
D119,Dataset119_VerSe19,2,sub-verse122,validation,ground_truth,
D119,Dataset119_VerSe19,2,sub-verse127,train,ground_truth,
D119,Dataset119_VerSe19,2,sub-verse133,validation,ground_truth,
D119,Dataset119_VerSe19,2,sub-verse134,train,ground_truth,
D119,Dataset119_VerSe19,2,sub-verse135,validation,ground_truth,
D119,Dataset119_VerSe19,2,sub-verse137,train,ground_truth,
D119,Dataset119_VerSe19,2,sub-verse139,validation,ground_truth,
D119,Dataset119_VerSe19,2,sub-verse141,train,ground_truth,
D119,Dataset119_VerSe19,2,sub-verse145,train,ground_truth,
D119,Dataset119_VerSe19,2,sub-verse146,train,ground_truth,
D119,Dataset119_VerSe19,2,sub-verse151,validation,ground_truth,
D119,Dataset119_VerSe19,2,sub-verse152,train,ground_truth,
D119,Dataset119_VerSe19,2,sub-verse207,train,ground_truth,
D119,Dataset119_VerSe19,2,sub-verse254,validation,ground_truth,
D119,Dataset119_VerSe19,2,sub-verse257,train,ground_truth,
D119,Dataset119_VerSe19,2,sub-verse401_split-verse201,train,ground_truth,
D119,Dataset119_VerSe19,2,sub-verse401_split-verse253,train,ground_truth,
D119,Dataset119_VerSe19,2,sub-verse402_split-verse202,train,ground_truth,
D119,Dataset119_VerSe19,2,sub-verse402_split-verse251,train,ground_truth,
D119,Dataset119_VerSe19,2,sub-verse403_split-verse208,train,ground_truth,
D119,Dataset119_VerSe19,2,sub-verse403_split-verse255,train,ground_truth,
D119,Dataset119_VerSe19,2,sub-verse405_split-verse212,train,ground_truth,
D119,Dataset119_VerSe19,2,sub-verse405_split-verse258,validation,ground_truth,
D119,Dataset119_VerSe19,2,sub-verse405_split-verse259,train,ground_truth,
D119,Dataset119_VerSe19,2,sub-verse406_split-verse214,train,ground_truth,
D119,Dataset119_VerSe19,2,sub-verse406_split-verse261,train,ground_truth,
D119,Dataset119_VerSe19,2,sub-verse407_split-verse215,train,ground_truth,
D119,Dataset119_VerSe19,2,sub-verse407_split-verse262,train,ground_truth,
D119,Dataset119_VerSe19,2,sub-verse408_split-verse223,train,ground_truth,
D119,Dataset119_VerSe19,2,sub-verse408_split-verse265,validation,ground_truth,
D119,Dataset119_VerSe19,2,sub-verse409_split-verse226,train,ground_truth,
D119,Dataset119_VerSe19,2,sub-verse409_split-verse266,train,ground_truth,
D119,Dataset119_VerSe19,2,sub-verse410_split-verse227,validation,ground_truth,
D119,Dataset119_VerSe19,2,sub-verse410_split-verse267,train,ground_truth,
D119,Dataset119_VerSe19,2,sub-verse411_split-verse232,train,ground_truth,
D119,Dataset119_VerSe19,2,sub-verse411_split-verse270,validation,ground_truth,
D119,Dataset119_VerSe19,2,sub-verse413_split-verse239,train,ground_truth,
D119,Dataset119_VerSe19,2,sub-verse413_split-verse272,train,ground_truth,
D119,Dataset119_VerSe19,2,sub-verse415_split-verse243,train,ground_truth,
D119,Dataset119_VerSe19,2,sub-verse415_split-verse275,train,ground_truth,
D119,Dataset119_VerSe19,3,sub-verse004,validation,ground_truth,
D119,Dataset119_VerSe19,3,sub-verse005,train,ground_truth,
D119,Dataset119_VerSe19,3,sub-verse006,train,ground_truth,
D119,Dataset119_VerSe19,3,sub-verse007,validation,ground_truth,
D119,Dataset119_VerSe19,3,sub-verse008,train,ground_truth,
D119,Dataset119_VerSe19,3,sub-verse009,validation,ground_truth,
D119,Dataset119_VerSe19,3,sub-verse014,train,ground_truth,
D119,Dataset119_VerSe19,3,sub-verse015,train,ground_truth,
D119,Dataset119_VerSe19,3,sub-verse031,train,ground_truth,
D119,Dataset119_VerSe19,3,sub-verse033,train,ground_truth,
D119,Dataset119_VerSe19,3,sub-verse034,train,ground_truth,
D119,Dataset119_VerSe19,3,sub-verse036,train,ground_truth,
D119,Dataset119_VerSe19,3,sub-verse043,train,ground_truth,
D119,Dataset119_VerSe19,3,sub-verse046,train,ground_truth,
D119,Dataset119_VerSe19,3,sub-verse048,train,ground_truth,
D119,Dataset119_VerSe19,3,sub-verse051,validation,ground_truth,
D119,Dataset119_VerSe19,3,sub-verse056,train,ground_truth,
D119,Dataset119_VerSe19,3,sub-verse060,validation,ground_truth,
D119,Dataset119_VerSe19,3,sub-verse061,train,ground_truth,
D119,Dataset119_VerSe19,3,sub-verse063,train,ground_truth,
D119,Dataset119_VerSe19,3,sub-verse064,train,ground_truth,
D119,Dataset119_VerSe19,3,sub-verse065,train,ground_truth,
D119,Dataset119_VerSe19,3,sub-verse068,train,ground_truth,
D119,Dataset119_VerSe19,3,sub-verse072,train,ground_truth,
D119,Dataset119_VerSe19,3,sub-verse074,train,ground_truth,
D119,Dataset119_VerSe19,3,sub-verse075,train,ground_truth,
D119,Dataset119_VerSe19,3,sub-verse076,train,ground_truth,
D119,Dataset119_VerSe19,3,sub-verse082,validation,ground_truth,
D119,Dataset119_VerSe19,3,sub-verse088,train,ground_truth,
D119,Dataset119_VerSe19,3,sub-verse091,train,ground_truth,
D119,Dataset119_VerSe19,3,sub-verse096,train,ground_truth,
D119,Dataset119_VerSe19,3,sub-verse097,validation,ground_truth,
D119,Dataset119_VerSe19,3,sub-verse100,train,ground_truth,
D119,Dataset119_VerSe19,3,sub-verse102,validation,ground_truth,
D119,Dataset119_VerSe19,3,sub-verse104,train,ground_truth,
D119,Dataset119_VerSe19,3,sub-verse105,train,ground_truth,
D119,Dataset119_VerSe19,3,sub-verse107,train,ground_truth,
D119,Dataset119_VerSe19,3,sub-verse111,train,ground_truth,
D119,Dataset119_VerSe19,3,sub-verse112,train,ground_truth,
D119,Dataset119_VerSe19,3,sub-verse113,train,ground_truth,
D119,Dataset119_VerSe19,3,sub-verse122,train,ground_truth,
D119,Dataset119_VerSe19,3,sub-verse127,train,ground_truth,
D119,Dataset119_VerSe19,3,sub-verse133,train,ground_truth,
D119,Dataset119_VerSe19,3,sub-verse134,train,ground_truth,
D119,Dataset119_VerSe19,3,sub-verse135,train,ground_truth,
D119,Dataset119_VerSe19,3,sub-verse137,train,ground_truth,
D119,Dataset119_VerSe19,3,sub-verse139,train,ground_truth,
D119,Dataset119_VerSe19,3,sub-verse141,validation,ground_truth,
D119,Dataset119_VerSe19,3,sub-verse145,train,ground_truth,
D119,Dataset119_VerSe19,3,sub-verse146,train,ground_truth,
D119,Dataset119_VerSe19,3,sub-verse151,train,ground_truth,
D119,Dataset119_VerSe19,3,sub-verse152,train,ground_truth,
D119,Dataset119_VerSe19,3,sub-verse207,train,ground_truth,
D119,Dataset119_VerSe19,3,sub-verse254,train,ground_truth,
D119,Dataset119_VerSe19,3,sub-verse257,train,ground_truth,
D119,Dataset119_VerSe19,3,sub-verse401_split-verse201,validation,ground_truth,
D119,Dataset119_VerSe19,3,sub-verse401_split-verse253,validation,ground_truth,
D119,Dataset119_VerSe19,3,sub-verse402_split-verse202,train,ground_truth,
D119,Dataset119_VerSe19,3,sub-verse402_split-verse251,train,ground_truth,
D119,Dataset119_VerSe19,3,sub-verse403_split-verse208,train,ground_truth,
D119,Dataset119_VerSe19,3,sub-verse403_split-verse255,train,ground_truth,
D119,Dataset119_VerSe19,3,sub-verse405_split-verse212,train,ground_truth,
D119,Dataset119_VerSe19,3,sub-verse405_split-verse258,train,ground_truth,
D119,Dataset119_VerSe19,3,sub-verse405_split-verse259,train,ground_truth,
D119,Dataset119_VerSe19,3,sub-verse406_split-verse214,train,ground_truth,
D119,Dataset119_VerSe19,3,sub-verse406_split-verse261,validation,ground_truth,
D119,Dataset119_VerSe19,3,sub-verse407_split-verse215,validation,ground_truth,
D119,Dataset119_VerSe19,3,sub-verse407_split-verse262,train,ground_truth,
D119,Dataset119_VerSe19,3,sub-verse408_split-verse223,train,ground_truth,
D119,Dataset119_VerSe19,3,sub-verse408_split-verse265,train,ground_truth,
D119,Dataset119_VerSe19,3,sub-verse409_split-verse226,validation,ground_truth,
D119,Dataset119_VerSe19,3,sub-verse409_split-verse266,validation,ground_truth,
D119,Dataset119_VerSe19,3,sub-verse410_split-verse227,train,ground_truth,
D119,Dataset119_VerSe19,3,sub-verse410_split-verse267,train,ground_truth,
D119,Dataset119_VerSe19,3,sub-verse411_split-verse232,train,ground_truth,
D119,Dataset119_VerSe19,3,sub-verse411_split-verse270,train,ground_truth,
D119,Dataset119_VerSe19,3,sub-verse413_split-verse239,train,ground_truth,
D119,Dataset119_VerSe19,3,sub-verse413_split-verse272,validation,ground_truth,
D119,Dataset119_VerSe19,3,sub-verse415_split-verse243,train,ground_truth,
D119,Dataset119_VerSe19,3,sub-verse415_split-verse275,train,ground_truth,
D119,Dataset119_VerSe19,4,sub-verse004,train,ground_truth,
D119,Dataset119_VerSe19,4,sub-verse005,validation,ground_truth,
D119,Dataset119_VerSe19,4,sub-verse006,train,ground_truth,
D119,Dataset119_VerSe19,4,sub-verse007,train,ground_truth,
D119,Dataset119_VerSe19,4,sub-verse008,train,ground_truth,
D119,Dataset119_VerSe19,4,sub-verse009,train,ground_truth,
D119,Dataset119_VerSe19,4,sub-verse014,train,ground_truth,
D119,Dataset119_VerSe19,4,sub-verse015,validation,ground_truth,
D119,Dataset119_VerSe19,4,sub-verse031,train,ground_truth,
D119,Dataset119_VerSe19,4,sub-verse033,train,ground_truth,
D119,Dataset119_VerSe19,4,sub-verse034,validation,ground_truth,
D119,Dataset119_VerSe19,4,sub-verse036,validation,ground_truth,
D119,Dataset119_VerSe19,4,sub-verse043,train,ground_truth,
D119,Dataset119_VerSe19,4,sub-verse046,train,ground_truth,
D119,Dataset119_VerSe19,4,sub-verse048,validation,ground_truth,
D119,Dataset119_VerSe19,4,sub-verse051,train,ground_truth,
D119,Dataset119_VerSe19,4,sub-verse056,train,ground_truth,
D119,Dataset119_VerSe19,4,sub-verse060,train,ground_truth,
D119,Dataset119_VerSe19,4,sub-verse061,train,ground_truth,
D119,Dataset119_VerSe19,4,sub-verse063,train,ground_truth,
D119,Dataset119_VerSe19,4,sub-verse064,train,ground_truth,
D119,Dataset119_VerSe19,4,sub-verse065,train,ground_truth,
D119,Dataset119_VerSe19,4,sub-verse068,train,ground_truth,
D119,Dataset119_VerSe19,4,sub-verse072,validation,ground_truth,
D119,Dataset119_VerSe19,4,sub-verse074,train,ground_truth,
D119,Dataset119_VerSe19,4,sub-verse075,train,ground_truth,
D119,Dataset119_VerSe19,4,sub-verse076,train,ground_truth,
D119,Dataset119_VerSe19,4,sub-verse082,train,ground_truth,
D119,Dataset119_VerSe19,4,sub-verse088,train,ground_truth,
D119,Dataset119_VerSe19,4,sub-verse091,validation,ground_truth,
D119,Dataset119_VerSe19,4,sub-verse096,train,ground_truth,
D119,Dataset119_VerSe19,4,sub-verse097,train,ground_truth,
D119,Dataset119_VerSe19,4,sub-verse100,train,ground_truth,
D119,Dataset119_VerSe19,4,sub-verse102,train,ground_truth,
D119,Dataset119_VerSe19,4,sub-verse104,validation,ground_truth,
D119,Dataset119_VerSe19,4,sub-verse105,train,ground_truth,
D119,Dataset119_VerSe19,4,sub-verse107,validation,ground_truth,
D119,Dataset119_VerSe19,4,sub-verse111,train,ground_truth,
D119,Dataset119_VerSe19,4,sub-verse112,validation,ground_truth,
D119,Dataset119_VerSe19,4,sub-verse113,train,ground_truth,
D119,Dataset119_VerSe19,4,sub-verse122,train,ground_truth,
D119,Dataset119_VerSe19,4,sub-verse127,validation,ground_truth,
D119,Dataset119_VerSe19,4,sub-verse133,train,ground_truth,
D119,Dataset119_VerSe19,4,sub-verse134,validation,ground_truth,
D119,Dataset119_VerSe19,4,sub-verse135,train,ground_truth,
D119,Dataset119_VerSe19,4,sub-verse137,train,ground_truth,
D119,Dataset119_VerSe19,4,sub-verse139,train,ground_truth,
D119,Dataset119_VerSe19,4,sub-verse141,train,ground_truth,
D119,Dataset119_VerSe19,4,sub-verse145,train,ground_truth,
D119,Dataset119_VerSe19,4,sub-verse146,train,ground_truth,
D119,Dataset119_VerSe19,4,sub-verse151,train,ground_truth,
D119,Dataset119_VerSe19,4,sub-verse152,train,ground_truth,
D119,Dataset119_VerSe19,4,sub-verse207,train,ground_truth,
D119,Dataset119_VerSe19,4,sub-verse254,train,ground_truth,
D119,Dataset119_VerSe19,4,sub-verse257,train,ground_truth,
D119,Dataset119_VerSe19,4,sub-verse401_split-verse201,train,ground_truth,
D119,Dataset119_VerSe19,4,sub-verse401_split-verse253,train,ground_truth,
D119,Dataset119_VerSe19,4,sub-verse402_split-verse202,train,ground_truth,
D119,Dataset119_VerSe19,4,sub-verse402_split-verse251,train,ground_truth,
D119,Dataset119_VerSe19,4,sub-verse403_split-verse208,validation,ground_truth,
D119,Dataset119_VerSe19,4,sub-verse403_split-verse255,train,ground_truth,
D119,Dataset119_VerSe19,4,sub-verse405_split-verse212,train,ground_truth,
D119,Dataset119_VerSe19,4,sub-verse405_split-verse258,train,ground_truth,
D119,Dataset119_VerSe19,4,sub-verse405_split-verse259,train,ground_truth,
D119,Dataset119_VerSe19,4,sub-verse406_split-verse214,train,ground_truth,
D119,Dataset119_VerSe19,4,sub-verse406_split-verse261,train,ground_truth,
D119,Dataset119_VerSe19,4,sub-verse407_split-verse215,train,ground_truth,
D119,Dataset119_VerSe19,4,sub-verse407_split-verse262,train,ground_truth,
D119,Dataset119_VerSe19,4,sub-verse408_split-verse223,train,ground_truth,
D119,Dataset119_VerSe19,4,sub-verse408_split-verse265,train,ground_truth,
D119,Dataset119_VerSe19,4,sub-verse409_split-verse226,train,ground_truth,
D119,Dataset119_VerSe19,4,sub-verse409_split-verse266,train,ground_truth,
D119,Dataset119_VerSe19,4,sub-verse410_split-verse227,train,ground_truth,
D119,Dataset119_VerSe19,4,sub-verse410_split-verse267,train,ground_truth,
D119,Dataset119_VerSe19,4,sub-verse411_split-verse232,validation,ground_truth,
D119,Dataset119_VerSe19,4,sub-verse411_split-verse270,train,ground_truth,
D119,Dataset119_VerSe19,4,sub-verse413_split-verse239,train,ground_truth,
